post_id,platform,text_length,language,topic,sentiment,likes,shares,hate_speech,spam,verified,follower_count
POST0001151,Instagram,302,en-ta,finance,positive,10,5,0,0,1,4
POST0001152,Instagram,63,en,health,positive,9,7,0,0,0,7453
POST0001153,Instagram,79,en,finance,positive,0,3,0,1,1,1188
POST0001154,Twitter,67,en,politics,negative,10,10,0,0,0,23
POST0001155,Facebook,209,en,politics,positive,10,0,0,0,0,765
POST0001156,Facebook,197,en,technology,neutral,19,1,0,0,0,42
POST0001157,LinkedIn,49,en,technology,positive,12,0,0,0,0,753
POST0001158,Instagram,98,en,politics,positive,306,73,0,1,0,64
POST0001159,Instagram,120,en,politics,positive,6,0,0,0,0,463
POST0001160,Twitter,196,en-hi,politics,positive,107,23,0,0,0,901
POST0001161,Twitter,55,en,technology,neutral,36,33,0,0,0,672
POST0001162,Twitter,272,unknown,technology,positive,21,0,0,0,1,213
POST0001163,Facebook,172,en-ta,politics,negative,90,3,0,1,0,106
POST0001164,Twitter,42,en,sports,negative,10,10,0,0,0,232
POST0001165,Instagram,132,en,finance,neutral,7,0,0,0,0,3060
POST0001166,LinkedIn,133,en,sports,negative,9,0,0,0,0,1047
POST0001167,Twitter,51,en,technology,negative,30,52,0,0,0,1860
POST0001168,Instagram,126,en,technology,negative,0,9,0,0,0,379
POST0001169,Instagram,90,en,sports,positive,14,2,0,0,0,3114
POST0001170,LinkedIn,26,unknown,sports,positive,80,0,0,0,0,7929
POST0001171,Facebook,10,en-hi,health,negative,19,0,0,0,1,26
POST0001172,Twitter,463,en,sports,neutral,25,3,0,1,0,48
POST0001173,Twitter,81,en,sports,neutral,50,1,0,0,0,3496
POST0001174,Twitter,98,en-ta,health,positive,23,4,0,0,0,12716
POST0001175,Twitter,39,en,finance,neutral,0,5,0,0,0,44
POST0001176,Twitter,55,en,sports,negative,371,1,0,0,0,26
POST0001177,Twitter,500,en,sports,positive,3743,80,0,0,0,88
POST0001178,Instagram,500,en,technology,neutral,424,0,0,0,0,152
POST0001179,LinkedIn,20,en-hi,finance,negative,13,0,0,0,0,546
POST0001180,Facebook,94,en,sports,negative,3,6,0,0,1,1897
POST0001181,Twitter,401,en,sports,positive,414,7,0,0,1,279
POST0001182,Facebook,105,en,sports,neutral,26,0,0,0,0,12843
POST0001183,LinkedIn,155,en,politics,negative,128,1,0,0,0,367
POST0001184,Facebook,78,en,politics,positive,2,0,0,0,0,102
POST0001185,Instagram,135,en,finance,positive,55,0,0,0,0,59
POST0001186,Twitter,286,en,technology,positive,43,13,0,0,0,169
POST0001187,Facebook,136,en,finance,negative,320,0,0,0,0,589
POST0001188,Facebook,34,en,health,neutral,103,0,0,0,1,313
POST0001189,Twitter,54,en,sports,positive,28,0,0,0,0,184
POST0001190,Twitter,167,en,finance,neutral,883,26,0,0,0,215
POST0001191,Facebook,85,en-ta,sports,mixed,11,20,0,0,0,83
POST0001192,LinkedIn,58,en-ta,finance,positive,431,0,0,0,0,636
POST0001193,Twitter,37,en,health,positive,62,0,0,0,0,21752
POST0001194,LinkedIn,40,en,sports,negative,88,3,0,0,0,215
POST0001195,Twitter,50,en,politics,neutral,7684,0,0,0,0,854
POST0001196,Twitter,129,en,sports,positive,0,30,0,0,0,153
POST0001197,Twitter,59,en,politics,positive,1,0,0,0,0,12129
POST0001198,Twitter,103,en-ta,technology,positive,210,0,0,0,0,128
POST0001199,Twitter,102,unknown,politics,negative,125,4,0,0,0,178
POST0001200,Instagram,166,en,finance,mixed,25,51,0,0,1,16
POST0001201,LinkedIn,46,en,sports,positive,188,2,0,0,0,9
POST0001202,Twitter,328,en,sports,positive,2,5,0,1,0,261
POST0001203,Instagram,22,en,finance,negative,1003,3,0,0,0,132
POST0001204,Instagram,69,en,sports,negative,321,17,0,0,0,1102
POST0001205,LinkedIn,64,en,health,negative,584,5,0,0,0,1152
POST0001206,Twitter,47,en,sports,positive,0,11,0,0,0,599
POST0001207,Instagram,15,en,sports,positive,169,12,0,0,0,1060
POST0001208,Twitter,237,en,technology,positive,20,24,0,1,0,1388
POST0001209,LinkedIn,174,en,sports,negative,2382,0,0,1,0,925
POST0001210,Instagram,134,en,sports,positive,33,0,0,0,0,128
POST0001211,Instagram,50,en,health,neutral,3,10,0,0,0,78
POST0001212,Twitter,60,en,politics,negative,64,138,0,0,0,240
POST0001213,Twitter,68,en,politics,positive,0,5,0,0,0,183
POST0001214,Facebook,74,en-hi,sports,positive,166,1,0,0,0,578
POST0001215,Instagram,170,en,politics,positive,8,19,0,0,1,2983
POST0001216,Twitter,60,unknown,technology,negative,14,38,0,0,0,208
POST0001217,Instagram,45,en,technology,mixed,33,10,0,0,0,581
POST0001218,LinkedIn,101,unknown,politics,positive,10,2,0,0,0,20871
POST0001219,Twitter,93,en,technology,neutral,520,3,0,0,0,779
POST0001220,LinkedIn,134,en,sports,negative,11,4,0,1,0,1106
POST0001221,Facebook,273,en-hi,politics,positive,56,38,0,0,0,11110
POST0001222,Twitter,65,en,health,negative,61,6,0,1,0,268
POST0001223,Facebook,189,en,sports,neutral,21,6,0,0,0,1464
POST0001224,Facebook,100,en-ta,sports,positive,4,18,0,0,0,72
POST0001225,Instagram,204,en-ta,sports,mixed,0,2,0,0,0,196
POST0001226,Facebook,241,en,politics,negative,183,4,0,0,0,197
POST0001227,Twitter,49,en,health,positive,2,138,0,0,0,1037
POST0001228,Facebook,438,en-hi,health,negative,1118,0,0,1,0,25878
POST0001229,Instagram,104,en,health,neutral,5,0,0,0,0,83
POST0001230,Twitter,35,en,politics,negative,254,0,0,1,1,3742
POST0001231,Facebook,36,unknown,technology,negative,26,5,0,1,0,2220
POST0001232,Facebook,292,en,sports,positive,476,5,0,0,0,643
POST0001233,Twitter,257,en,sports,negative,42,0,0,0,0,695
POST0001234,Twitter,216,en,technology,positive,52,18,0,0,0,1694
POST0001235,Instagram,58,en,politics,positive,1,0,0,0,0,424
POST0001236,Instagram,66,en,health,negative,91,6,0,0,0,171
POST0001237,Facebook,25,en,politics,positive,128,3,0,0,1,3785
POST0001238,Instagram,71,en-hi,technology,positive,28,0,0,0,0,307
POST0001239,Facebook,103,en,finance,negative,181,0,0,0,0,529
POST0001240,Instagram,298,en-hi,finance,negative,45,0,0,0,0,54
POST0001241,Twitter,72,en,technology,neutral,227,28,0,0,0,352
POST0001242,Facebook,68,en,technology,neutral,25,0,0,1,0,23
POST0001243,LinkedIn,113,en-hi,health,positive,185,25,0,0,1,539
POST0001244,Instagram,177,en,sports,positive,34,0,0,0,0,23
POST0001245,Facebook,311,en,health,positive,1230,0,0,0,0,12
POST0001246,Facebook,51,en,sports,negative,10,4,0,0,0,22
POST0001247,Instagram,78,en,health,positive,16,2,0,0,0,1004
POST0001248,Twitter,100,en-hi,politics,neutral,5,0,0,0,0,58
POST0001249,LinkedIn,72,en,sports,positive,9,0,0,0,0,312
POST0001250,Facebook,54,en,health,mixed,7,5,0,0,0,112
POST0001251,LinkedIn,73,en-ta,technology,neutral,1235,1,0,0,0,949
POST0001252,Facebook,33,en,health,mixed,1318,9,0,0,0,11
POST0001253,Twitter,55,unknown,politics,positive,15,1,0,0,0,363
POST0001254,Instagram,33,en,technology,positive,345,19,0,0,1,177
POST0001255,Twitter,90,en,sports,mixed,14,0,0,0,0,1754
POST0001256,Twitter,65,en,technology,mixed,47,8,0,0,1,1358
POST0001257,Facebook,58,en,health,positive,433,0,0,0,0,5
POST0001258,Instagram,91,en,politics,negative,12,5,0,0,0,4223
POST0001259,Twitter,12,en,health,positive,2,9,0,0,0,3188
POST0001260,Instagram,69,en,health,neutral,51,0,0,0,1,1010
POST0001261,LinkedIn,105,en,finance,positive,3,5,0,0,0,24
POST0001262,Twitter,196,en,politics,negative,21,8,0,0,0,1120
POST0001263,Instagram,146,en,technology,positive,38,7,0,0,1,1634
POST0001264,Instagram,248,en,finance,positive,78,0,0,0,0,213
POST0001265,Twitter,28,en-ta,technology,negative,80,1,0,0,0,2665
POST0001266,LinkedIn,207,en,technology,negative,37,82,0,0,0,11756
POST0001267,Instagram,114,en,sports,negative,112,0,0,0,0,183
POST0001268,Twitter,58,en,sports,negative,456,3,0,0,0,67
POST0001269,Instagram,98,en,politics,positive,110,1,0,0,0,266
POST0001270,Instagram,500,en-hi,politics,neutral,166,5,0,0,0,1162
POST0001271,Twitter,101,en,health,negative,3,45,0,0,0,391
POST0001272,Twitter,95,en,politics,positive,31,0,0,0,1,59
POST0001273,Instagram,178,en-hi,politics,neutral,46,5,0,0,0,4136
POST0001274,Twitter,75,en,sports,positive,2117,11,0,0,0,286
POST0001275,Twitter,47,en,finance,neutral,0,1,0,0,0,1352
POST0001276,Instagram,276,en,sports,neutral,119,0,0,0,0,1462
POST0001277,Instagram,28,en,politics,negative,60,3,0,0,0,281
POST0001278,Twitter,93,en,health,negative,88,2,0,0,0,1401
POST0001279,Facebook,85,en,health,mixed,1,0,0,0,1,12882
POST0001280,Twitter,46,en,health,positive,30,0,0,0,0,2509
POST0001281,Twitter,31,unknown,sports,negative,861,11,0,0,0,15
POST0001282,Twitter,81,en-hi,health,positive,2,1,0,0,0,283
POST0001283,Facebook,120,en,politics,neutral,84,6,0,0,0,101
POST0001284,Instagram,208,en,sports,negative,6,0,0,1,0,4480
POST0001285,Twitter,48,en,politics,positive,579,3,0,0,0,401
POST0001286,Instagram,48,en,finance,negative,108,3,0,0,0,299
POST0001287,Facebook,305,en,politics,negative,52,4,0,0,0,20
POST0001288,Twitter,61,en-hi,finance,positive,4,1,0,1,0,183902
POST0001289,Facebook,68,en,finance,positive,15,3,0,0,0,500
POST0001290,Twitter,238,en,technology,positive,9,120,0,0,0,297
POST0001291,Twitter,24,en,technology,positive,3,6,0,0,0,19
POST0001292,Facebook,34,en,politics,neutral,14,51,0,0,0,572
POST0001293,Instagram,274,en,finance,positive,0,1,0,0,0,360
POST0001294,Instagram,55,en,sports,mixed,85,0,0,0,1,521
POST0001295,Facebook,58,en,sports,positive,8,12,0,0,0,24
POST0001296,Twitter,62,en,health,neutral,4,138,0,0,0,14
POST0001297,Twitter,69,en,health,positive,1,3,0,0,0,11925
POST0001298,LinkedIn,62,en-ta,sports,mixed,46,0,0,0,0,38
POST0001299,Twitter,100,en,technology,neutral,952,3,0,0,1,1151
POST0001300,Instagram,245,en-ta,finance,negative,10,28,0,0,1,229
POST0001301,LinkedIn,47,en,politics,neutral,314,3,0,1,0,2951
POST0001302,Twitter,56,en,sports,neutral,64,0,0,0,0,590
POST0001303,LinkedIn,92,en-hi,sports,mixed,14,0,0,0,0,484
POST0001304,Instagram,316,en,technology,positive,986,11,0,0,0,536
POST0001305,LinkedIn,71,en-ta,health,negative,0,1426,0,0,1,86
POST0001306,Twitter,43,en,finance,positive,26,0,0,0,0,39
POST0001307,Instagram,17,en,politics,positive,9,9,0,0,0,247
POST0001308,LinkedIn,48,en,technology,negative,37,10,0,0,0,18
POST0001309,Twitter,44,en,health,negative,1,0,0,1,0,5
POST0001310,Twitter,34,unknown,politics,neutral,100,13,0,0,0,538
POST0001311,Twitter,95,en-hi,politics,positive,0,159,0,0,0,233
POST0001312,LinkedIn,72,en,technology,negative,72,18,0,0,0,2839
POST0001313,Twitter,281,unknown,politics,mixed,7,1,1,0,0,2183
POST0001314,Twitter,106,en,health,positive,50,0,0,0,0,1133
POST0001315,Facebook,201,en,sports,positive,4,6,0,0,1,1100
POST0001316,Instagram,78,en,health,positive,3,2,0,0,0,82
POST0001317,Instagram,44,en,technology,positive,481,10,0,0,0,1040
POST0001318,Instagram,147,en,politics,positive,604,1,0,1,0,118
POST0001319,Instagram,36,en,sports,positive,2,0,0,0,1,1291
POST0001320,Instagram,227,en,finance,neutral,27,3,0,0,0,99795
POST0001321,LinkedIn,49,en,health,positive,94,27,0,0,0,3
POST0001322,Twitter,162,en,finance,positive,17,13,0,0,0,1757
POST0001323,LinkedIn,121,en,technology,neutral,18,1,0,0,0,466
POST0001324,Twitter,41,en,technology,positive,85,0,0,0,0,116
POST0001325,Twitter,237,en,finance,positive,59,1,0,0,0,1804
POST0001326,Instagram,418,en,sports,neutral,8,1,0,0,0,32
POST0001327,LinkedIn,49,en,politics,neutral,57,2,0,0,0,24554
POST0001328,Instagram,53,en,finance,positive,11,142,0,0,1,3366
POST0001329,Twitter,95,en,sports,positive,9,1,0,0,0,133
POST0001330,Instagram,180,en,politics,positive,4,3,0,1,0,8
POST0001331,LinkedIn,239,en,finance,neutral,4,12,0,0,0,115
POST0001332,Instagram,67,en,finance,neutral,33,7,0,0,0,7059
POST0001333,Twitter,100,en,technology,negative,0,50,0,0,0,18790
POST0001334,Instagram,67,unknown,technology,positive,0,0,0,0,0,251
POST0001335,Instagram,64,en,health,neutral,14,0,0,0,0,1674
POST0001336,Twitter,58,unknown,politics,mixed,20,1,0,0,0,177
POST0001337,LinkedIn,30,en,politics,neutral,2,0,0,0,0,226
POST0001338,Instagram,179,en,politics,positive,666,3,0,0,0,70
POST0001339,Twitter,97,en,sports,mixed,4,3,0,0,0,6617
POST0001340,LinkedIn,305,en,finance,negative,5,1,0,0,0,97
POST0001341,Instagram,174,en,health,positive,4,8,0,0,0,890
POST0001342,Facebook,65,en-hi,politics,positive,134,8,0,0,0,571
POST0001343,Instagram,36,en,health,neutral,597,0,0,1,0,75930
POST0001344,LinkedIn,400,en,sports,neutral,2,8,0,0,0,430
POST0001345,LinkedIn,23,en-ta,technology,negative,107,0,0,0,0,147
POST0001346,Twitter,68,en,health,positive,34,0,0,0,1,93
POST0001347,Twitter,69,en,finance,positive,4,47,0,0,0,2510
POST0001348,Instagram,53,en-hi,sports,positive,34,1,0,0,0,23054
POST0001349,Twitter,45,en,sports,positive,1,1,0,0,0,15032
POST0001350,Instagram,33,en,health,negative,12,76,0,0,0,151
POST0001351,Twitter,50,en,politics,neutral,2,3,0,1,0,2046
POST0001352,LinkedIn,86,en,sports,negative,10,1,0,0,0,50
POST0001353,Twitter,114,en,technology,neutral,23,0,0,0,0,385
POST0001354,Twitter,59,en,sports,negative,399,6,0,0,0,25
POST0001355,Twitter,58,en,finance,positive,22,49,0,0,0,441
POST0001356,Twitter,39,en,technology,positive,2,2,0,0,0,53
POST0001357,Instagram,102,en,health,positive,20,35,0,0,0,352
POST0001358,Instagram,93,en,politics,negative,0,2,0,0,0,5723
POST0001359,Facebook,121,en,technology,negative,111,0,0,0,0,73
POST0001360,Twitter,58,unknown,health,positive,3,1,0,0,0,179
POST0001361,Facebook,43,en,technology,positive,897,0,0,0,0,2733
POST0001362,Twitter,88,en,politics,positive,124,42,0,0,0,189
POST0001363,Facebook,136,en,finance,positive,24,26,0,0,0,36
POST0001364,Twitter,44,en,sports,neutral,11,5,0,0,0,175
POST0001365,Facebook,54,en,sports,positive,8,0,0,0,1,424
POST0001366,Facebook,33,en,politics,negative,9,52,0,1,0,1389
POST0001367,Twitter,35,en,politics,negative,19,1,0,0,0,11
POST0001368,LinkedIn,58,unknown,technology,mixed,8,0,0,1,0,1257
POST0001369,Twitter,45,en,sports,negative,61,1,0,0,0,597
POST0001370,LinkedIn,170,en-ta,sports,negative,379,2,0,0,0,6
POST0001371,Twitter,92,en,politics,positive,24,6,0,0,0,236
POST0001372,Twitter,247,en,health,neutral,183,23,0,0,0,502
POST0001373,LinkedIn,249,en,health,positive,1,7,0,0,0,70
POST0001374,Twitter,91,en,finance,positive,40,2,0,0,0,49
POST0001375,Facebook,18,en,politics,negative,23,1,0,0,0,362
POST0001376,Facebook,123,unknown,finance,neutral,1,0,0,1,1,382
POST0001377,LinkedIn,224,en,politics,positive,12,5,0,0,0,5
POST0001378,LinkedIn,149,en,politics,neutral,111,7,0,0,0,100
POST0001379,Instagram,118,en,politics,positive,0,0,0,0,0,79
POST0001380,Facebook,73,en-ta,sports,positive,13,0,0,0,1,27
POST0001381,Twitter,35,en,sports,negative,8,13,0,0,0,2239
POST0001382,Twitter,148,en-hi,finance,mixed,34,1,1,0,1,2655
POST0001383,Instagram,76,en,technology,mixed,123,0,0,0,0,21
POST0001384,Twitter,115,en,technology,positive,81,0,0,0,0,281
POST0001385,Twitter,56,en,technology,positive,140,7,0,0,0,957
POST0001386,Twitter,445,en,finance,positive,213,63,0,0,0,2927
POST0001387,Twitter,108,en,finance,negative,9,20,0,0,1,2309
POST0001388,Facebook,66,en-ta,politics,positive,0,0,1,0,0,198
POST0001389,Twitter,36,en,finance,negative,77,2,0,0,0,480
POST0001390,LinkedIn,29,en-hi,sports,mixed,2,13,0,0,0,3594
POST0001391,Twitter,147,en-hi,finance,negative,35,0,0,0,0,176
POST0001392,Twitter,56,en,health,positive,1,69,0,0,0,64
POST0001393,Twitter,62,en-ta,politics,neutral,4,0,0,0,0,3844
POST0001394,Facebook,58,en-hi,sports,positive,64,9,0,0,1,49
POST0001395,Facebook,37,en,technology,positive,8,1,0,0,0,12
POST0001396,Twitter,71,en,health,positive,0,4,0,0,0,719
POST0001397,Twitter,94,en,finance,neutral,1,3,0,0,0,1691
POST0001398,Facebook,40,en,health,positive,191,0,0,0,0,4609
POST0001399,Instagram,117,en,technology,positive,9,7,0,0,0,1522
POST0001400,Instagram,33,en,politics,positive,10,1,0,0,1,1951
POST0001401,Instagram,63,en,politics,neutral,5,8,0,0,0,43
POST0001402,Instagram,120,unknown,politics,positive,0,0,0,0,0,863
POST0001403,Instagram,89,en,health,positive,11,1,0,0,0,1273
POST0001404,Facebook,24,en,sports,mixed,238,8,0,0,0,118
POST0001405,LinkedIn,10,en,finance,mixed,4,0,0,0,0,409
POST0001406,Instagram,141,en,technology,negative,0,28,0,0,0,4146
POST0001407,Twitter,156,en,health,mixed,94,4,0,0,0,2344
POST0001408,LinkedIn,127,en,technology,neutral,23,143,0,1,0,4459
POST0001409,Facebook,75,en-ta,health,positive,29,1,0,0,0,142
POST0001410,Facebook,73,en,finance,negative,42,4,0,0,0,8583
POST0001411,Instagram,82,en,health,neutral,0,1,0,0,0,136
POST0001412,Facebook,143,en,politics,neutral,16,2,0,0,0,21
POST0001413,Facebook,80,en,health,negative,32,8,0,0,0,316
POST0001414,Facebook,121,en-hi,health,negative,18,69,1,0,1,332
POST0001415,LinkedIn,257,en,finance,neutral,18,47,0,0,0,73
POST0001416,Instagram,41,en,politics,negative,203,12,0,0,0,877
POST0001417,Twitter,77,en,finance,neutral,48,0,0,0,0,52832
POST0001418,Instagram,45,en,technology,positive,70,1,0,0,0,1100
POST0001419,Facebook,65,en-hi,health,mixed,14,8,0,0,0,2261
POST0001420,Instagram,83,en,finance,neutral,0,0,0,1,0,1763
POST0001421,LinkedIn,44,en,sports,negative,10,2,0,0,0,122
POST0001422,Twitter,24,en-hi,sports,negative,19,3,0,0,0,49
POST0001423,Facebook,31,en-ta,sports,negative,13,103,0,0,0,300
POST0001424,Twitter,128,en,finance,neutral,17,1,0,0,0,413
POST0001425,Facebook,52,en,health,neutral,30,0,1,0,0,5434
POST0001426,Instagram,75,en-hi,sports,neutral,134,12,0,0,0,89
POST0001427,LinkedIn,93,en,politics,positive,3,21,0,0,0,428
POST0001428,Facebook,186,en,sports,negative,13,259,0,0,0,402
POST0001429,Facebook,71,en,sports,positive,434,1,0,0,0,226
POST0001430,Twitter,109,en,health,negative,0,0,0,0,0,1198
POST0001431,Facebook,36,en,sports,negative,11,5,0,1,1,648
POST0001432,Instagram,79,en,sports,negative,0,7,0,0,0,6321
POST0001433,Twitter,41,en,health,negative,11,8,0,0,0,547
POST0001434,Facebook,80,en,sports,neutral,24,1,0,0,0,8
POST0001435,Twitter,99,en,finance,positive,0,6,1,1,0,52
POST0001436,Twitter,74,en,politics,mixed,30,3,0,0,0,139
POST0001437,Instagram,64,en,finance,positive,5,0,0,0,1,2
POST0001438,Instagram,111,en,sports,neutral,174,0,0,0,0,47
POST0001439,Twitter,65,en,politics,negative,51,1,0,0,0,2856
POST0001440,Instagram,64,en,technology,neutral,6,2,0,0,0,19
POST0001441,Instagram,38,en,politics,negative,13,10,0,0,0,1108
POST0001442,Instagram,134,en-ta,health,negative,446,2,0,0,0,30
POST0001443,Twitter,87,en,politics,neutral,15,0,0,0,0,386
POST0001444,Twitter,61,en,finance,positive,1,7,0,0,0,399
POST0001445,Twitter,39,en,health,positive,2,2,0,0,0,674
POST0001446,Twitter,500,en,finance,neutral,13,0,0,0,0,22
POST0001447,Twitter,10,en,finance,neutral,190,5,0,0,0,3025
POST0001448,Instagram,49,en,technology,negative,7,10,0,0,0,163
POST0001449,Twitter,61,unknown,sports,positive,2,2,0,0,0,64
POST0001450,LinkedIn,187,en-hi,technology,positive,20,73,0,0,0,1014
POST0001451,Instagram,69,en-ta,sports,positive,38,32,0,0,1,385
POST0001452,Instagram,104,en,finance,mixed,56,7,0,0,0,95
POST0001453,Twitter,63,en,politics,negative,0,1,0,0,0,177
POST0001454,Instagram,393,en,sports,negative,37,0,0,0,0,1
POST0001455,Twitter,123,en,technology,negative,33,0,0,0,0,270
POST0001456,LinkedIn,53,en,health,negative,8,16,0,1,0,173
POST0001457,Twitter,158,unknown,technology,positive,194,0,0,0,0,161
POST0001458,Twitter,73,en,finance,negative,49,6,1,0,0,88
POST0001459,Facebook,388,unknown,finance,neutral,3,0,0,1,0,1378
POST0001460,LinkedIn,265,en,technology,neutral,51,1,0,0,0,942
POST0001461,Facebook,113,en,technology,positive,0,1,0,0,0,708
POST0001462,Twitter,74,en,health,positive,7,14,0,1,1,49
POST0001463,LinkedIn,54,en,sports,positive,8,16,0,0,0,108
POST0001464,Facebook,182,en,finance,positive,75,0,0,0,0,1
POST0001465,Twitter,287,en,sports,negative,8773,40,0,0,1,939
POST0001466,Twitter,71,en-hi,finance,neutral,11,1,0,0,0,5758
POST0001467,Facebook,128,en,finance,positive,376,23,0,1,0,6
POST0001468,Twitter,134,en,technology,negative,303,37,0,0,0,2929
POST0001469,Instagram,183,en,technology,negative,1,0,0,0,1,4181
POST0001470,Twitter,48,en,politics,mixed,292,69,0,0,0,66
POST0001471,Instagram,128,en,technology,mixed,4,0,0,1,0,77835
POST0001472,Twitter,500,en-ta,politics,negative,20,0,0,0,0,61
POST0001473,Instagram,97,en-hi,finance,positive,1984,1,0,0,1,155
POST0001474,Facebook,129,en,health,positive,56,0,0,0,0,244
POST0001475,Instagram,121,en,sports,positive,5,0,0,0,0,1154
POST0001476,LinkedIn,140,en-ta,sports,negative,48,21,0,0,0,74
POST0001477,Instagram,35,en-ta,health,neutral,0,1,0,0,0,151
POST0001478,Facebook,463,en,health,positive,168,3,0,0,0,27
POST0001479,Instagram,97,en,technology,positive,5,10,0,0,0,505
POST0001480,Twitter,139,en,finance,negative,0,24,0,0,0,5922
POST0001481,Twitter,96,en,sports,neutral,9,60,0,0,0,265
POST0001482,Twitter,191,en,health,positive,7,0,0,0,0,1584
POST0001483,Twitter,60,unknown,finance,negative,54,60,0,0,0,197
POST0001484,Instagram,31,en,sports,negative,2,3,0,0,0,8243
POST0001485,Twitter,81,en,finance,mixed,40,3,0,0,0,465
POST0001486,Instagram,132,en,politics,neutral,5,1,0,0,0,48
POST0001487,Instagram,68,en,sports,neutral,17,5,0,0,0,488
POST0001488,Facebook,52,en-ta,politics,positive,169,59,0,0,1,262
POST0001489,Instagram,118,en,finance,mixed,180,10,0,0,0,251
POST0001490,Facebook,42,en,technology,positive,257,24,0,0,1,887
POST0001491,LinkedIn,197,en-hi,health,negative,4,0,0,1,0,17
